# This is cosmiceye-comb1.txt the combined spectrum created by combine_mage_spectra.pro from cosmiceye.ls
# Total exptime should be        32800.000 s  (       9.1111111 hr)
# 2533.0 +/- 114.0 was the median spectral resolution and MAD, R===lambda / (FWHM)
# Created from:  Individual filenames, barycentric correction(km/s), exptime(s)
#           /Volumes/Apps_and_Docs/SCIENCE/Lensed-LBGs/Mage/Redux/Mage_July2008/Mage_pipe/Slit2_bin1x1/Final-Products/Fluxed/cosmiceye_b-comb.txt       9.6100000       7000.0000
#           /Volumes/Apps_and_Docs/SCIENCE/Lensed-LBGs/Mage/Redux/Mage_July2008/Mage_pipe/Slit2_bin1x1/Final-Products/Fluxed/cosmiceye_a-comb.txt       10.060000       3600.0000
#           /Volumes/Apps_and_Docs/SCIENCE/Lensed-LBGs/Mage/Redux/Mage_July2008/Mage_pipe/Slit2_bin1x1/Final-Products/Fluxed/cosmiceye_c-comb.txt       8.6300000       3600.0000
#           /Volumes/Apps_and_Docs/SCIENCE/Lensed-LBGs/Mage/Redux/Mage_July2008/Mage_pipe/Slit2_bin1x2/Final-Products/Fluxed/cosmiceye-comb.txt       9.0300000       9000.0000
#           /Volumes/Apps_and_Docs/SCIENCE/Lensed-LBGs/Mage/Redux/Mage_Apr_2009/Mage_pipe/Slit2_bin1x2/Final-Products/Fluxed/cosmiceye_a-comb.txt       26.610000       3600.0000
#           /Volumes/Apps_and_Docs/SCIENCE/Lensed-LBGs/Mage/Redux/Mage_Apr_2009/Mage_pipe/Slit2_bin1x2/Final-Products/Fluxed/cosmiceye_b-comb.txt       26.790000       3600.0000
#           /Volumes/Apps_and_Docs/SCIENCE/Lensed-LBGs/Mage/Redux/Mage_Apr_2009/Mage_pipe/Slit2_bin1x2/Final-Products/Fluxed/cosmiceye_c-comb.txt       26.960000       2400.0000
#  Wavelengths have been converted to vacuum barycentric Angstroms
#  Flux density (fnu)   units are erg/s/cm^2/Hz.  Note:  it is fnu, NOT flambda
#
wave        fnu          noise     obswave    avgsky      cont_fnu    cont_uncert
 3653.7864   7.232e-30   1.016e-29  3652.629   3.198e-28   5.717e-30   1.779e-31
 3654.0457   1.275e-29   1.026e-29  3652.888   3.229e-28   5.716e-30   1.791e-31
 3654.3050   6.206e-30   1.022e-29  3653.147   3.281e-28   5.714e-30   1.805e-31
 3654.5643  -9.485e-32   1.025e-29  3653.406   3.375e-28   5.712e-30   1.819e-31
 3654.8235  -3.504e-30   1.039e-29  3653.665   3.620e-28   5.711e-30   1.834e-31
 3655.0828  -1.050e-29   1.046e-29  3653.925   3.718e-28   5.709e-30   1.851e-31
 3655.3422   2.017e-31   1.065e-29  3654.184   3.798e-28   5.708e-30   1.868e-31
 3655.6015   1.303e-29   1.090e-29  3654.443   3.898e-28   5.706e-30   1.886e-31
 3655.8607   6.412e-30   1.089e-29  3654.702   3.836e-28   5.705e-30   1.906e-31
 3656.1200   6.840e-30   1.075e-29  3654.961   3.794e-28   5.703e-30   1.926e-31
 3656.3793  -6.265e-30   1.045e-29  3655.221   3.525e-28   5.702e-30   1.947e-31
 3656.6386   7.963e-30   1.040e-29  3655.480   3.278e-28   5.700e-30   1.969e-31
 3656.8979   8.210e-30   1.017e-29  3655.739   3.077e-28   5.699e-30   1.992e-31
 3657.1572   1.435e-29   1.024e-29  3655.998   3.151e-28   5.698e-30   2.016e-31
 3657.4165   6.085e-30   1.025e-29  3656.258   3.337e-28   5.696e-30   2.040e-31
 3657.6758  -1.422e-30   1.019e-29  3656.517   3.294e-28   5.695e-30   2.066e-31
 3657.9350  -9.760e-31   1.016e-29  3656.776   3.266e-28   5.694e-30   2.092e-31
 3658.1943   2.396e-30   1.039e-29  3657.035   3.413e-28   5.693e-30   2.119e-31
 3658.4537  -1.890e-30   1.035e-29  3657.294   3.422e-28   5.691e-30   2.147e-31
 3658.7130  -4.094e-30   1.037e-29  3657.554   3.500e-28   5.690e-30   2.175e-31
 3658.9722   4.376e-30   1.048e-29  3657.813   3.515e-28   5.689e-30   2.205e-31
 3659.2315   4.604e-30   1.052e-29  3658.072   3.583e-28   5.688e-30   2.235e-31
 3659.4908  -8.176e-30   1.061e-29  3658.331   3.764e-28   5.687e-30   2.265e-31
 3659.7501  -2.972e-30   1.077e-29  3658.590   3.847e-28   5.686e-30   2.296e-31
 3660.0095   3.027e-30   1.088e-29  3658.850   3.931e-28   5.685e-30   2.328e-31
 3660.2687   1.387e-30   1.095e-29  3659.109   4.010e-28   5.684e-30   2.361e-31
 3660.5280   4.688e-30   1.101e-29  3659.368   4.036e-28   5.683e-30   2.394e-31
 3660.7873  -1.515e-30   1.091e-29  3659.627   3.948e-28   5.682e-30   2.427e-31
 3661.0466   8.747e-30   1.090e-29  3659.887   3.875e-28   5.681e-30   2.462e-31
 3661.3058  -5.213e-30   1.073e-29  3660.146   3.787e-28   5.680e-30   2.496e-31
 3661.5652   2.270e-30   1.080e-29  3660.405   3.696e-28   5.680e-30   2.532e-31
 3661.8245   1.070e-29   1.080e-29  3660.664   3.642e-28   5.679e-30   2.567e-31
 3662.0838   1.052e-30   1.044e-29  3660.923   3.415e-28   5.678e-30   2.604e-31
 3662.3430   8.728e-30   1.068e-29  3661.183   3.568e-28   5.677e-30   2.641e-31
 3662.6023   6.421e-30   1.047e-29  3661.442   3.338e-28   5.677e-30   2.678e-31
 3662.8616   8.271e-30   1.043e-29  3661.701   3.417e-28   5.676e-30   2.716e-31
 3663.1210  -9.766e-31   1.046e-29  3661.960   3.472e-28   5.676e-30   2.754e-31
 3663.3802   8.424e-30   1.051e-29  3662.220   3.414e-28   5.675e-30   2.792e-31
 3663.6395   1.210e-29   1.069e-29  3662.479   3.526e-28   5.674e-30   2.831e-31
 3663.8988   9.483e-30   1.084e-29  3662.738   3.754e-28   5.674e-30   2.871e-31
 3664.1581   1.882e-29   1.098e-29  3662.997   3.819e-28   5.674e-30   2.911e-31
 3664.4173   1.546e-29   1.087e-29  3663.256   3.666e-28   5.673e-30   2.951e-31
 3664.6766   1.777e-29   1.065e-29  3663.516   3.344e-28   5.673e-30   2.992e-31
 3664.9360   6.248e-30   1.038e-29  3663.775   3.286e-28   5.672e-30   3.033e-31
 3665.1953   9.367e-30   1.037e-29  3664.034   3.238e-28   5.672e-30   3.074e-31
 3665.4545   7.639e-30   1.041e-29  3664.293   3.252e-28   5.672e-30   3.116e-31
 3665.7138   3.831e-30   1.042e-29  3664.552   3.369e-28   5.671e-30   3.158e-31
 3665.9731   1.234e-30   1.066e-29  3664.812   3.595e-28   5.671e-30   3.201e-31
 3666.2324   9.750e-30   1.073e-29  3665.071   3.594e-28   5.671e-30   3.243e-31
 3666.4917   1.426e-29   1.064e-29  3665.330   3.430e-28   5.671e-30   3.286e-31
 3666.7510   2.682e-29   1.079e-29  3665.589   3.467e-28   5.671e-30   3.330e-31
 3667.0103   1.126e-29   1.075e-29  3665.849   3.506e-28   5.671e-30   3.373e-31
 3667.2696   2.201e-29   1.079e-29  3666.108   3.477e-28   5.670e-30   3.417e-31
 3667.5288   1.416e-29   1.049e-29  3666.367   3.207e-28   5.670e-30   3.462e-31
 3667.7881  -1.326e-29   1.006e-29  3666.626   2.990e-28   5.670e-30   3.506e-31
 3668.0475   3.043e-30   1.009e-29  3666.885   2.924e-28   5.670e-30   3.551e-31
 3668.3068   1.190e-29   1.016e-29  3667.145   3.001e-28   5.671e-30   3.596e-31
 3668.5660   5.292e-30   1.014e-29  3667.404   2.923e-28   5.671e-30   3.642e-31
 3668.8253   4.793e-30   1.023e-29  3667.663   3.110e-28   5.671e-30   3.687e-31
 3669.0846  -6.067e-30   1.019e-29  3667.922   3.075e-28   5.671e-30   3.733e-31
 3669.3439   6.216e-30   1.023e-29  3668.182   3.039e-28   5.671e-30   3.779e-31
 3669.6032   5.566e-31   1.014e-29  3668.441   3.000e-28   5.671e-30   3.826e-31
 3669.8625   6.311e-30   1.016e-29  3668.700   2.958e-28   5.672e-30   3.872e-31
 3670.1218  -1.940e-29   9.925e-30  3668.959   2.990e-28   5.672e-30   3.919e-31
 3670.3811   1.998e-30   1.012e-29  3669.218   2.979e-28   5.672e-30   3.966e-31
 3670.6403   1.437e-30   1.005e-29  3669.478   2.931e-28   5.673e-30   4.014e-31
 3670.8996  -1.595e-30   1.005e-29  3669.737   2.867e-28   5.673e-30   4.061e-31
 3671.1590   3.690e-31   1.008e-29  3669.996   2.916e-28   5.673e-30   4.109e-31
 3671.4183   6.347e-32   1.004e-29  3670.255   2.952e-28   5.674e-30   4.157e-31
 3671.6775   6.366e-30   1.015e-29  3670.515   2.904e-28   5.674e-30   4.205e-31
 3671.9368   7.732e-30   1.015e-29  3670.774   2.826e-28   5.675e-30   4.253e-31
 3672.1961  -1.936e-31   1.024e-29  3671.033   3.108e-28   5.675e-30   4.302e-31
 3672.4554  -1.034e-29   1.037e-29  3671.292   3.313e-28   5.676e-30   4.351e-31
 3672.7147  -1.128e-29   1.041e-29  3671.551   3.281e-28   5.677e-30   4.400e-31
 3672.9740  -1.559e-30   1.060e-29  3671.811   3.456e-28   5.677e-30   4.449e-31
 3673.2333   2.713e-30   1.054e-29  3672.070   3.313e-28   5.678e-30   4.498e-31
 3673.4926   5.715e-30   1.035e-29  3672.329   3.007e-28   5.679e-30   4.548e-31
 3673.7518   7.396e-31   1.037e-29  3672.588   3.133e-28   5.679e-30   4.597e-31
 3674.0111  -1.706e-31   1.050e-29  3672.847   3.233e-28   5.680e-30   4.647e-31
 3674.2705  -2.229e-30   1.044e-29  3673.107   3.247e-28   5.681e-30   4.697e-31
 3674.5298  -1.335e-29   1.035e-29  3673.366   3.252e-28   5.682e-30   4.748e-31
 3674.7890   4.944e-30   1.059e-29  3673.625   3.288e-28   5.683e-30   4.798e-31
 3675.0483  -4.395e-30   1.041e-29  3673.884   3.216e-28   5.684e-30   4.849e-31
 3675.3076  -8.321e-30   1.042e-29  3674.144   3.189e-28   5.685e-30   4.899e-31
 3675.5669   7.527e-30   1.051e-29  3674.403   3.049e-28   5.686e-30   4.950e-31
 3675.8261   1.544e-29   1.044e-29  3674.662   3.009e-28   5.687e-30   5.001e-31
 3676.0855  -4.771e-30   1.028e-29  3674.921   2.938e-28   5.688e-30   5.052e-31
 3676.3448  -6.140e-30   1.020e-29  3675.180   2.955e-28   5.689e-30   5.104e-31
 3676.6041  -4.289e-30   1.018e-29  3675.440   2.941e-28   5.690e-30   5.155e-31
 3676.8633   8.262e-30   1.035e-29  3675.699   2.990e-28   5.691e-30   5.207e-31
 3677.1226   6.929e-30   1.029e-29  3675.958   2.880e-28   5.692e-30   5.259e-31
 3677.3819   1.167e-30   1.030e-29  3676.217   2.947e-28   5.694e-30   5.311e-31
 3677.6413   1.102e-29   1.029e-29  3676.477   2.820e-28   5.695e-30   5.363e-31
 3677.9005   7.903e-30   1.014e-29  3676.736   2.721e-28   5.696e-30   5.415e-31
 3678.1598  -2.664e-30   9.921e-30  3676.995   2.566e-28   5.697e-30   5.467e-31
 3678.4191   4.752e-30   9.825e-30  3677.254   2.426e-28   5.699e-30   5.520e-31
 3678.6784   4.606e-30   9.812e-30  3677.513   2.530e-28   5.700e-30   5.573e-31
 3678.9377   9.320e-30   9.967e-30  3677.773   2.590e-28   5.702e-30   5.625e-31
 3679.1970   2.319e-29   1.031e-29  3678.032   2.724e-28   5.703e-30   5.678e-31
 3679.4563   1.122e-29   1.039e-29  3678.291   3.003e-28   5.705e-30   5.731e-31
 3679.7156  -1.168e-29   1.030e-29  3678.550   3.041e-28   5.706e-30   5.785e-31
 3679.9749  -1.127e-29   1.035e-29  3678.809   3.181e-28   5.708e-30   5.838e-31
 3680.2341   3.978e-30   1.030e-29  3679.069   2.993e-28   5.709e-30   5.891e-31
 3680.4934   4.016e-30   1.002e-29  3679.328   2.632e-28   5.711e-30   5.945e-31
 3680.6511   1.433e-29   9.999e-30  3679.485   2.592e-28   5.712e-30   5.977e-31
 3680.9240  -5.072e-30   9.822e-30  3679.758   2.579e-28   5.714e-30   6.034e-31
 3681.1969   1.641e-29   9.908e-30  3680.031   2.545e-28   5.715e-30   6.091e-31
 3681.4698   1.368e-29   9.782e-30  3680.304   2.476e-28   5.717e-30   6.148e-31
 3681.7427   5.134e-30   9.808e-30  3680.577   2.511e-28   5.719e-30   6.205e-31
 3682.0155   4.391e-31   9.864e-30  3680.849   2.672e-28   5.721e-30   6.262e-31
 3682.2884   2.110e-29   1.015e-29  3681.122   2.738e-28   5.723e-30   6.319e-31
 3682.5612   5.185e-30   9.973e-30  3681.395   2.628e-28   5.725e-30   6.376e-31
 3682.8341  -5.254e-30   9.960e-30  3681.668   2.792e-28   5.727e-30   6.434e-31
 3683.1070   6.041e-30   1.003e-29  3681.941   2.692e-28   5.729e-30   6.491e-31
 3683.3798   1.608e-29   9.916e-30  3682.213   2.497e-28   5.731e-30   6.549e-31
 3683.6527   2.010e-29   9.994e-30  3682.486   2.521e-28   5.733e-30   6.607e-31
 3683.9256  -1.416e-30   9.864e-30  3682.759   2.648e-28   5.735e-30   6.665e-31
 3684.1985   1.614e-29   1.023e-29  3683.032   2.806e-28   5.738e-30   6.723e-31
 3684.4714   9.200e-30   1.023e-29  3683.305   2.886e-28   5.740e-30   6.781e-31
 3684.7441   2.197e-29   1.046e-29  3683.577   2.954e-28   5.742e-30   6.839e-31
 3685.0170   3.441e-29   1.056e-29  3683.850   3.003e-28   5.744e-30   6.897e-31
 3685.2899   6.927e-30   1.048e-29  3684.123   3.171e-28   5.747e-30   6.956e-31
 3685.5628  -5.578e-30   1.033e-29  3684.396   3.066e-28   5.749e-30   7.015e-31
 3685.8357  -5.694e-30   1.021e-29  3684.669   2.866e-28   5.752e-30   7.073e-31
 3686.1085   8.493e-30   1.034e-29  3684.941   2.861e-28   5.754e-30   7.132e-31
 3686.3814   2.387e-29   1.027e-29  3685.214   2.735e-28   5.757e-30   7.191e-31
 3686.6542   1.165e-29   1.002e-29  3685.487   2.614e-28   5.759e-30   7.250e-31
 3686.9271  -6.875e-30   1.021e-29  3685.760   2.916e-28   5.762e-30   7.309e-31
 3687.2000   1.818e-31   1.013e-29  3686.032   2.812e-28   5.764e-30   7.368e-31
 3687.4728   1.213e-29   1.043e-29  3686.305   2.925e-28   5.767e-30   7.428e-31
 3687.7457   1.168e-29   1.022e-29  3686.578   2.787e-28   5.770e-30   7.487e-31
 3688.0186   5.456e-31   1.018e-29  3686.851   2.783e-28   5.772e-30   7.547e-31
 3688.2915   3.750e-30   1.014e-29  3687.124   2.714e-28   5.775e-30   7.606e-31
 3688.5643   2.887e-30   9.779e-30  3687.396   2.395e-28   5.778e-30   7.666e-31
 3688.8371  -1.068e-29   9.856e-30  3687.669   2.603e-28   5.781e-30   7.726e-31
 3689.1100  -2.019e-30   9.871e-30  3687.942   2.467e-28   5.784e-30   7.786e-31
 3689.3829  -9.250e-30   9.907e-30  3688.215   2.568e-28   5.787e-30   7.846e-31
 3689.6558   1.814e-29   1.018e-29  3688.488   2.675e-28   5.790e-30   7.906e-31
 3689.9286   5.992e-30   1.015e-29  3688.760   2.727e-28   5.793e-30   7.966e-31
 3690.2015   4.322e-30   1.001e-29  3689.033   2.550e-28   5.796e-30   8.026e-31
 3690.4744   6.617e-30   1.019e-29  3689.306   2.771e-28   5.799e-30   8.087e-31
 3690.7473   8.342e-30   1.022e-29  3689.579   2.689e-28   5.802e-30   8.147e-31
 3691.0201   1.509e-29   1.051e-29  3689.851   2.993e-28   5.805e-30   8.208e-31
 3691.2929   9.777e-30   1.055e-29  3690.124   3.160e-28   5.808e-30   8.268e-31
 3691.5658   5.567e-30   1.059e-29  3690.397   3.147e-28   5.811e-30   8.329e-31
 3691.8387   4.460e-30   1.074e-29  3690.670   3.274e-28   5.814e-30   8.390e-31
 3692.1116   1.157e-29   1.078e-29  3690.943   3.253e-28   5.818e-30   8.450e-31
 3692.3845   3.077e-30   1.063e-29  3691.215   3.058e-28   5.821e-30   8.511e-31
 3692.6573   3.291e-29   1.096e-29  3691.488   3.160e-28   5.824e-30   8.572e-31
 3692.9301   2.292e-29   1.066e-29  3691.761   2.987e-28   5.828e-30   8.633e-31
 3693.2030   8.536e-30   1.059e-29  3692.034   3.059e-28   5.831e-30   8.695e-31
 3693.4759   1.197e-29   1.064e-29  3692.307   3.006e-28   5.835e-30   8.756e-31
 3693.7488   1.983e-29   1.055e-29  3692.579   2.924e-28   5.838e-30   8.817e-31
 3694.0216   9.053e-30   1.046e-29  3692.852   2.945e-28   5.842e-30   8.879e-31
 3694.2945   1.080e-29   1.050e-29  3693.125   2.878e-28   5.845e-30   8.940e-31
 3694.5674  -1.310e-30   1.051e-29  3693.398   3.038e-28   5.849e-30   9.002e-31
 3694.8403   1.424e-29   1.044e-29  3693.671   2.809e-28   5.853e-30   9.063e-31
 3695.1131   2.026e-29   1.058e-29  3693.943   2.934e-28   5.856e-30   9.125e-31
 3695.3859  -5.693e-30   1.050e-29  3694.216   3.023e-28   5.860e-30   9.187e-31
 3695.6588  -3.365e-30   1.039e-29  3694.489   2.893e-28   5.864e-30   9.248e-31
 3695.9317   1.095e-29   1.056e-29  3694.762   2.936e-28   5.868e-30   9.310e-31
 3696.2046   1.545e-29   1.070e-29  3695.034   3.015e-28   5.871e-30   9.372e-31
 3696.4775   6.105e-30   1.040e-29  3695.307   2.806e-28   5.875e-30   9.434e-31
 3696.7503  -3.681e-30   1.051e-29  3695.580   2.957e-28   5.879e-30   9.496e-31
 3697.0232   5.703e-30   1.051e-29  3695.853   2.919e-28   5.883e-30   9.559e-31
 3697.2960   4.484e-30   1.042e-29  3696.126   2.785e-28   5.887e-30   9.621e-31
 3697.5689   5.279e-30   1.044e-29  3696.398   2.828e-28   5.891e-30   9.683e-31
 3697.8417   1.019e-29   1.036e-29  3696.671   2.779e-28   5.895e-30   9.745e-31
 3698.1146   5.550e-30   1.077e-29  3696.944   3.171e-28   5.899e-30   9.808e-31
 3698.3875   1.406e-29   1.080e-29  3697.217   3.236e-28   5.903e-30   9.870e-31
 3698.6604   6.867e-30   1.109e-29  3697.490   3.612e-28   5.908e-30   9.933e-31
 3698.9333   7.162e-31   1.140e-29  3697.762   3.903e-28   5.912e-30   9.996e-31
 3699.2060   8.003e-30   1.158e-29  3698.035   4.152e-28   5.916e-30   1.006e-30
 3699.4789   9.828e-30   1.180e-29  3698.308   4.305e-28   5.920e-30   1.012e-30
 3699.7518   9.725e-30   1.207e-29  3698.581   4.463e-28   5.925e-30   1.018e-30
 3700.0247   6.077e-30   1.188e-29  3698.853   4.297e-28   5.929e-30   1.025e-30
 3700.2976   1.283e-29   1.189e-29  3699.126   4.381e-28   5.933e-30   1.031e-30
 3700.5704  -1.606e-30   1.186e-29  3699.399   4.262e-28   5.938e-30   1.037e-30
 3700.8433   2.207e-29   1.183e-29  3699.672   4.131e-28   5.942e-30   1.044e-30
 3701.1162   7.969e-31   1.149e-29  3699.945   4.040e-28   5.947e-30   1.050e-30
 3701.3890   2.370e-29   1.186e-29  3700.217   4.013e-28   5.951e-30   1.056e-30
 3701.6619   5.462e-30   1.166e-29  3700.490   4.073e-28   5.956e-30   1.062e-30
 3701.9347   2.407e-29   1.196e-29  3700.763   4.185e-28   5.960e-30   1.069e-30
 3702.2076   2.425e-30   1.175e-29  3701.036   4.265e-28   5.965e-30   1.075e-30
 3702.4805   1.347e-29   1.180e-29  3701.309   4.118e-28   5.970e-30   1.081e-30
 3702.7534  -6.095e-30   1.156e-29  3701.581   3.928e-28   5.974e-30   1.088e-30
 3703.0263   5.087e-30   1.153e-29  3701.854   3.930e-28   5.979e-30   1.094e-30
 3703.2991   6.843e-31   1.152e-29  3702.127   4.078e-28   5.984e-30   1.100e-30
 3703.5719   3.101e-30   1.165e-29  3702.400   3.970e-28   5.989e-30   1.107e-30
 3703.8448  -6.686e-30   1.153e-29  3702.672   4.015e-28   5.994e-30   1.113e-30
 3704.1177   4.434e-30   1.151e-29  3702.945   3.870e-28   5.999e-30   1.120e-30
 3704.3906   6.732e-30   1.177e-29  3703.218   4.113e-28   6.003e-30   1.126e-30
 3704.6634  -1.620e-30   1.156e-29  3703.491   4.045e-28   6.008e-30   1.132e-30
 3704.9363   1.362e-29   1.167e-29  3703.764   3.960e-28   6.013e-30   1.139e-30
 3705.2092   5.316e-30   1.138e-29  3704.036   3.591e-28   6.019e-30   1.145e-30
 3705.4820  -1.980e-30   1.117e-29  3704.309   3.542e-28   6.024e-30   1.151e-30
 3705.7548   2.308e-29   1.154e-29  3704.582   3.783e-28   6.029e-30   1.158e-30
 3706.0277   9.125e-30   1.148e-29  3704.855   3.606e-28   6.034e-30   1.164e-30
 3706.3006   2.223e-30   1.117e-29  3705.128   3.476e-28   6.039e-30   1.171e-30
 3706.5735   1.568e-29   1.119e-29  3705.400   3.396e-28   6.044e-30   1.177e-30
 3706.8464   1.168e-30   1.107e-29  3705.673   3.286e-28   6.050e-30   1.183e-30
 3707.1192   6.397e-30   1.108e-29  3705.946   3.191e-28   6.055e-30   1.190e-30
 3707.3921   1.018e-29   1.099e-29  3706.219   3.285e-28   6.060e-30   1.196e-30
 3707.6649   1.410e-29   1.106e-29  3706.491   3.203e-28   6.066e-30   1.203e-30
 3707.9378   3.689e-30   1.101e-29  3706.764   3.265e-28   6.071e-30   1.209e-30
 3708.2107   9.402e-30   1.131e-29  3707.037   3.597e-28   6.076e-30   1.215e-30
 3708.4835  -8.564e-30   1.140e-29  3707.310   3.820e-28   6.082e-30   1.222e-30
 3708.7564  -4.471e-30   1.124e-29  3707.583   3.500e-28   6.087e-30   1.228e-30
 3709.0293   6.674e-30   1.140e-29  3707.855   3.553e-28   6.093e-30   1.235e-30
 3709.3022   1.679e-29   1.130e-29  3708.128   3.496e-28   6.099e-30   1.241e-30
 3709.5751   1.243e-29   1.114e-29  3708.401   3.164e-28   6.104e-30   1.248e-30
 3709.8478   1.668e-29   1.108e-29  3708.674   3.261e-28   6.110e-30   1.254e-30
 3710.1207   3.867e-30   1.107e-29  3708.947   3.180e-28   6.116e-30   1.260e-30
 3710.3936  -9.153e-30   1.096e-29  3709.219   3.326e-28   6.121e-30   1.267e-30
 3710.6665   1.934e-30   1.106e-29  3709.492   3.306e-28   6.127e-30   1.273e-30
 3710.9394   1.037e-29   1.117e-29  3709.765   3.433e-28   6.133e-30   1.280e-30
 3711.2122   1.423e-30   1.127e-29  3710.038   3.466e-28   6.139e-30   1.286e-30
 3711.4851   7.092e-30   1.148e-29  3710.311   3.819e-28   6.145e-30   1.293e-30
 3711.7579   1.361e-29   1.147e-29  3710.583   3.608e-28   6.151e-30   1.299e-30
 3712.0308   5.329e-30   1.141e-29  3710.856   3.639e-28   6.157e-30   1.306e-30
 3712.3037   1.136e-29   1.159e-29  3711.129   3.740e-28   6.163e-30   1.312e-30
 3712.5765   1.362e-30   1.127e-29  3711.402   3.259e-28   6.169e-30   1.319e-30
 3712.8494   2.094e-29   1.118e-29  3711.674   3.142e-28   6.175e-30   1.325e-30
 3713.1223   3.262e-30   1.101e-29  3711.947   3.087e-28   6.181e-30   1.332e-30
 3713.3952   2.622e-29   1.123e-29  3712.220   3.377e-28   6.187e-30   1.338e-30
 3713.6681   2.078e-30   1.130e-29  3712.493   3.469e-28   6.193e-30   1.345e-30
 3713.9408   9.730e-30   1.136e-29  3712.765   3.660e-28   6.199e-30   1.351e-30
 3714.2137   5.866e-30   1.147e-29  3713.038   3.832e-28   6.206e-30   1.358e-30
 3714.4866  -6.315e-30   1.175e-29  3713.311   4.041e-28   6.212e-30   1.364e-30
 3714.7595   2.517e-31   1.176e-29  3713.584   4.034e-28   6.218e-30   1.370e-30
 3715.0323   7.867e-30   1.182e-29  3713.857   4.089e-28   6.225e-30   1.377e-30
 3715.3052   2.039e-30   1.185e-29  3714.130   4.071e-28   6.231e-30   1.383e-30
 3715.5781  -4.379e-30   1.182e-29  3714.402   4.130e-28   6.237e-30   1.390e-30
 3715.8510   1.155e-29   1.170e-29  3714.675   3.716e-28   6.244e-30   1.396e-30
 3716.1238   7.215e-30   1.142e-29  3714.948   3.606e-28   6.250e-30   1.403e-30
 3716.3966   7.906e-30   1.128e-29  3715.221   3.461e-28   6.257e-30   1.409e-30
 3716.6695  -5.584e-30   1.116e-29  3715.493   3.316e-28   6.263e-30   1.416e-30
 3716.9424   8.852e-30   1.102e-29  3715.766   3.006e-28   6.270e-30   1.422e-30
 3717.2153  -4.580e-30   1.094e-29  3716.039   3.102e-28   6.277e-30   1.429e-30
 3717.4882   1.200e-29   1.094e-29  3716.312   3.048e-28   6.283e-30   1.436e-30
 3717.7610   1.080e-29   1.115e-29  3716.585   3.304e-28   6.290e-30   1.442e-30
 3718.0338   1.969e-29   1.136e-29  3716.857   3.371e-28   6.297e-30   1.449e-30
 3718.3067  -4.411e-31   1.140e-29  3717.130   3.701e-28   6.304e-30   1.455e-30
 3718.5796   8.181e-30   1.151e-29  3717.403   3.735e-28   6.310e-30   1.462e-30
 3718.8525  -3.707e-30   1.158e-29  3717.676   3.806e-28   6.317e-30   1.468e-30
 3719.1253   1.184e-29   1.152e-29  3717.948   3.558e-28   6.324e-30   1.475e-30
 3719.3982   9.163e-30   1.129e-29  3718.221   3.338e-28   6.331e-30   1.481e-30
 3719.6711   8.120e-30   1.116e-29  3718.494   3.141e-28   6.338e-30   1.488e-30
 3719.9440   1.787e-29   1.111e-29  3718.767   3.080e-28   6.345e-30   1.494e-30
 3720.2168   4.232e-30   1.076e-29  3719.040   2.747e-28   6.352e-30   1.501e-30
 3720.4896   2.773e-29   1.083e-29  3719.312   2.580e-28   6.359e-30   1.507e-30
 3720.7625  -4.809e-31   1.055e-29  3719.585   2.719e-28   6.366e-30   1.514e-30
 3721.0354   1.070e-29   1.069e-29  3719.858   2.670e-28   6.374e-30   1.520e-30
 3721.3083   1.957e-29   1.074e-29  3720.131   2.578e-28   6.381e-30   1.527e-30
 3721.5812   2.303e-29   1.084e-29  3720.404   2.869e-28   6.388e-30   1.533e-30
 3721.8540   7.963e-30   1.071e-29  3720.676   2.623e-28   6.395e-30   1.540e-30
 3722.1269   1.100e-29   1.048e-29  3720.949   2.431e-28   6.403e-30   1.546e-30
 3722.3997  -3.019e-30   1.042e-29  3721.222   2.398e-28   6.410e-30   1.553e-30
 3722.6726   1.878e-29   1.069e-29  3721.495   2.650e-28   6.417e-30   1.559e-30
 3722.9455  -5.717e-30   1.052e-29  3721.767   2.672e-28   6.425e-30   1.566e-30
 3723.2183   3.936e-30   1.054e-29  3722.040   2.680e-28   6.432e-30   1.573e-30
 3723.4912   9.595e-30   1.084e-29  3722.313   2.881e-28   6.440e-30   1.579e-30
 3723.7641   2.611e-30   1.096e-29  3722.586   3.058e-28   6.447e-30   1.586e-30
 3724.0370   1.079e-29   1.110e-29  3722.859   3.129e-28   6.455e-30   1.592e-30
 3724.3097   1.271e-29   1.089e-29  3723.131   2.891e-28   6.462e-30   1.599e-30
 3724.5826   4.514e-30   1.103e-29  3723.404   3.163e-28   6.470e-30   1.605e-30
 3724.8555   1.526e-29   1.112e-29  3723.677   2.951e-28   6.477e-30   1.612e-30
 3725.1284   5.883e-30   1.090e-29  3723.950   3.014e-28   6.485e-30   1.618e-30
 3725.4013  -1.182e-29   1.076e-29  3724.223   2.824e-28   6.493e-30   1.625e-30
 3725.6741   1.796e-29   1.086e-29  3724.495   2.795e-28   6.501e-30   1.631e-30
 3725.9470   9.892e-30   1.101e-29  3724.768   3.204e-28   6.508e-30   1.638e-30
 3726.2199  -5.319e-30   1.115e-29  3725.041   3.392e-28   6.516e-30   1.644e-30
 3726.4927   4.654e-30   1.160e-29  3725.314   3.819e-28   6.524e-30   1.651e-30
 3726.7656   1.316e-29   1.213e-29  3725.586   4.476e-28   6.532e-30   1.658e-30
